film_id,clip_id,film_title,release_date,genres,mood,is_source_separataed,soundtrack_title,caption
BF,0,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,01 The Sunrise (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A classical piece with strings, brass, and percussion transitions to symphonic orchestra, ending with brass section and violin."
BF,1,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,04 New Garlic (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A chamber piece with harp, flute, strings transitions to orchestral music with violin and cello."
BF,2,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,04 New Garlic (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),A chamber music piece with strings and woodwinds transitions to orchestral arrangements.
BF,3,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,05 Morgans Day Out - Stake Montage (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A flute piece with Chinese influences transitions to bagpipe and piano, ending with solo cello."
BF,4,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",happy,N,Paul Sawtell & Bert Shefter - Vampire BopApocalypse Jazz (1964),"A wooden percussion piece moves to harpsichord, concluding with jazz featuring saxophone, bass, and drums."
BF,5,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,Y,UNKNOWN,A droning melody transitions to symphonic orchestra performances.
BF,6,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,09 The Paper - Empty Yard (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"An orchestral piece with brass transitions to violin performance, ending with symphonic brass instruments."
BF,7,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",sad,N,11 The Plague Worsens (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),A classical piece with strings transitions through orchestral arrangements featuring violin and cello.
BF,8,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,13 The Lab (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),An electric guitar melody transitions to symphonic orchestra.
BF,9,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,14 When (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"An orchestral piece with strings and cello transitions to string melody, ending with solo cello."
BF,10,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,15 The Burning Pit (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),An orchestral piece with brass and woodwinds transitions through orchestral arrangements.
BF,11,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,16 Virge Dies (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),An orchestral piece with violin and cello transitions to strings performance.
BF,12,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,18 The Re-Animed (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A woodwinds melody transitions to high-pitched vocals, concluding with female choir."
BF,13,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,20 Morgans New Car - The Dog (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A symphonic orchestra piece transitions to violin melody, ending with flute melody."
BF,14,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",sad,N,21 Iron Stalkes (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),A classical string piece transitions through orchestral arrangements with violin and cello.
BF,15,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",happy,N,22 The Dog Returns (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"An orchestral piece with brass transitions to violin and cello, ending with string melody."
BF,16,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,23 Bad Blood (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A classical piece with strings, brass, and woodwinds transitions through orchestral arrangements."
BF,17,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,24 The Woman (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),A classical piece with violins and brass transitions through orchestral arrangements.
BF,18,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,25 The Truth (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A string section with violin transitions to orchestral music, ending with solo bagpipes."
BF,19,The Last Man on Earth,1964-05-06,"Drama, Horror, Sci-Fi",nervous,N,26 Transfusion (The Last Man on Earth 1964 Paul Sawtell & Bert Shefter),"A string section with violin transitions to orchestral music, concluding with brass section featuring trumpets, trombone, and horn."
BG,0,The Brother from Another Planet,1984-07-10,"Comedy, Sci-Fi",happy,N,LITTLE ANTHONY AND THE IMPERIALS - TWO PEOPLE IN THE WORLD - END 1027 - 1958,A reggae song with male vocals transitions to rock music with male vocals and instruments.
BG,1,The Brother from Another Planet,1984-07-10,"Comedy, Sci-Fi",happy,N,Pussy I Cocky I Water,A reggae piece with male vocals and instruments transitions through different reggae arrangements.
BG,2,The Brother from Another Planet,1984-07-10,"Comedy, Sci-Fi",nervous,Y,UNKNOWN,An electronic keyboard with cello transitions to horn performances.
BG,3,The Brother from Another Planet,1984-07-10,"Comedy, Sci-Fi",happy,N,Homeboy (feat Joe Morton),"A hip-hop piece with male rapper transitions to pop with female vocals, ending with hip-hop."
BH,0,The Man Who Knew Too Much,1934-12-09,"Crime, Mystery, Thriller",happy,N,Storm Clouds Cantata (From The Man Who Knew Too Much) (Arr B Herrman),"An orchestral piece with strings and woodwinds transitions to string section with viola, cello, and bassoon, ending with piano."
BH,1,The Man Who Knew Too Much,1934-12-09,"Crime, Mystery, Thriller",happy,N,Storm Clouds Cantata (From The Man Who Knew Too Much) (Arr B Herrman),"An orchestral piece with strings and woodwinds transitions to string section with various instruments, ending with orchestra and horn section."
BI,0,Escape from Sobibor,1987-04-12,"Drama, History, War",happy,Y,UNKNOWN,"A flute melody transitions to french horn, ending with harmonica and upright bass."
BJ,0,Angel and the Badman,1947-02-05,"Drama, Romance, Western",nervous,Y,UNKNOWN,"A piece with cello, piano, and violin transitions to chamber music featuring harp, flute, and strings."
BK,0,The Bigamist,1953-11-24,"Drama, Film-Noir",peaceful,N,It Wasnt The Stars That Thrilled Me (1954) - Matt Dennis,"A french horn melody transitions to male vocals with trombone, ending with male vocals, piano, and bass."
BL,0,"Spider Baby or, the Maddest Story Ever Told",1967-12-24,"Comedy, Horror",nervous,Y,UNKNOWN,"A violin and cello piece transitions to solo cello, ending with cello, violin, and brass section."
BM,0,Vampyr,1932-05-06,"Fantasy, Horror",sad,Y,UNKNOWN,"A classical string piece transitions to synth pad, ending with double bass, trombone, and percussion."
BM,1,Vampyr,1932-05-06,"Fantasy, Horror",nervous,Y,UNKNOWN,"A trombone duet transitions to brass orchestra, ending with piano piece."
BN,0,The Strange Love of Martha Ivers,1946-06-13,"Drama, Film-Noir, Romance",happy,N,The Strange Love of Martha Ivers Suite (Original Soundtrack Theme from The Strange Love of,A symphonic orchestra with strings and brass transitions through orchestral arrangements.
BN,1,The Strange Love of Martha Ivers,1946-06-13,"Drama, Film-Noir, Romance",nervous,Y,UNKNOWN,"A cello riff transitions to symphonic orchestra, ending with shofar and bass."
BN,2,The Strange Love of Martha Ivers,1946-06-13,"Drama, Film-Noir, Romance",happy,Y,UNKNOWN,"An electric guitar piece transitions to saxophone quartet, ending with orchestral brass featuring trombone and tuba."
BO,0,The Giant Gila Monster,1959-06-25,"Horror, Sci-Fi, Thriller",happy,Y,UNKNOWN,"A woodwinds performance transitions to marimba and tuba, ending with meditation sounds featuring gong and wind-chime."
BP,0,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",happy,Y,UNKNOWN,"A female opera performance transitions to brass section with tuba, ending with brass ensemble."
BP,1,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",peaceful,Y,UNKNOWN,An electric guitar piece transitions through symphonic orchestra performances.
BP,2,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",peaceful,Y,UNKNOWN,A pop piece with male vocals transitions through orchestral arrangements with vocals.
BP,3,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",happy,Y,UNKNOWN,"An accordion piece transitions to tuba melody, ending with choir performance."
BP,4,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",nervous,Y,UNKNOWN,A lullaby with female vocals and tuba transitions through tuba performances.
BP,5,The Last Time I Saw Paris,1954-11-18,"Drama, Romance",sad,Y,UNKNOWN,"A lullaby with female vocals and tuba transitions to electronic keyboard, ending with choir."
BQ,0,Zeitgeist,2007-06-01,"Documentary, History",peaceful,Y,UNKNOWN,"A bass flute solo transitions to acoustic guitar, ending with harp melody."
BQ,1,Zeitgeist,2007-06-01,"Documentary, History",nervous,N,Peter Joseph - Zeitgeist Film Series (Original Motion Picture Soundtrack) - 15 Reprise,"A hip-hop piece with male vocals transitions to percussion and didgeridoo with violin, ending with didgeridoo and instrumental accompaniment."
BR,0,Santa Claus Conquers the Martians,1964-11-14,"Adventure, Comedy, Family, Fantasy, Sci-Fi",happy,N,Hooray for Santa Claus,A pop piece with female vocals transitions through different pop arrangements.
BR,1,Santa Claus Conquers the Martians,1964-11-14,"Adventure, Comedy, Family, Fantasy, Sci-Fi",happy,Y,UNKNOWN,"A flute melody transitions to dance music, ending with didgeridoo."
BS,0,The Inspector General,1949-12-30,"Comedy, Musical, Romance",happy,Y,UNKNOWN,"An Arab male vocal piece transitions to harmonica with tabla, ending with female vocals, harp, and flute."
BT,0,Till the Clouds Roll By,1946-12-05,"Biography, Musical",peaceful,Y,UNKNOWN,A synth piece transitions to trombone duet performances.
BT,1,Till the Clouds Roll By,1946-12-05,"Biography, Musical",happy,N,Howd You Like to Spoon With Me - Till The Clouds Roll By  Angela Lansbury (HD),"An orchestral piece with reed instruments transitions to horn melody, ending with piano melody."
BT,2,Till the Clouds Roll By,1946-12-05,"Biography, Musical",peaceful,N,DINAH SHORE--THE LAST TIME I SAW PARISwmv,"A female choir transitions to female vocals with electric guitar, ending with female vocals and strings."
BU,0,Jungle Book,1942-04-01,"Action, Adventure, Family",nervous,N,The Jungle Book Suite IV Lullaby,A synthesizer piece with sound effects transitions to cello and piano.
BU,1,Jungle Book,1942-04-01,"Action, Adventure, Family",nervous,Y,UNKNOWN,"A marimba piece with clarinet and flute transitions to a violin, cello, and piano trio, ending with a harpsichord piece."
BU,2,Jungle Book,1942-04-01,"Action, Adventure, Family",peaceful,Y,UNKNOWN,"A symphonic orchestra transitions to a clarinet, flute, tuba, and cello piece, ending with a marimba and tuba duet."
BU,3,Jungle Book,1942-04-01,"Action, Adventure, Family",peaceful,Y,UNKNOWN,"A symphonic orchestra recording transitions to a piano and violin piece, then returns to symphonic orchestra."
BV,0,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",happy,N,Main Title (From The Most Dangerous Game) (Reconstructed J Morgan),"A horn solo with reverb transitions to a chamber quintet with harp, flute, violin, viola, and cello, ending with a brass composition."
BV,1,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",peaceful,N,Russian Waltz (From The Most Dangerous Game) (Reconstructed J Morgan),A two-trombone piece transitions to orchestral pieces featuring french horn and tubular bells.
BV,2,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",peaceful,N,Incidental Music (From The Most Dangerous Game) (Reconstructed J Morgan),"A horn solo transitions to a brass orchestra march with tuba, ending with a cello piece."
BV,3,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",nervous,N,Agitato (From The Most Dangerous Game) (Reconstructed J Morgan),"A keyboard and synthesizer piece transitions to a double bass performance, ending with a trombone-led piece."
BV,4,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",nervous,N,The Iron Door (From The Most Dangerous Game) (Reconstructed J Morgan),"Two segments of brass compositions transition to an instrumental with brass, percussion, and keyboard."
BV,5,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",nervous,N,The Fight (From The Most Dangerous Game) (Reconstructed J Morgan),"Three consecutive segments of orchestral performances featuring brass, woodwinds, strings, and percussion."
BV,6,The Most Dangerous Game,1932-09-16,"Action, Adventure, Horror, Thriller",nervous,N,Escape - Finale (From The Most Dangerous Game) (Reconstructed J Morgan),An orchestral quartet performance transitions to string and woodwind pieces with percussion.
BW,0,49th Parallel,1941-10-08,"Drama, Thriller, War",nervous,Y,UNKNOWN,"A trumpet, trombone, and tuba trio transitions to a chamber quintet, ending with a jazz orchestra performance."
BX,0,Easy Virtue,1927-08-20,"Romance, Thriller",nervous,Y,UNKNOWN,"A tuba melody transitions to a trombone and cello piece, ending with a brass orchestra performance."
BY,0,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",nervous,N,1 Profondo Rosso,"A ukulele solo transitions to a banjo solo, ending with a folk song featuring strings and percussion."
BY,1,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,N,10 Profondo Rosso (Jazz Source 1),"A jazz piece with male vocals, saxophone, and trumpet transitions to more jazz pieces with varying instrumentation."
BY,2,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",peaceful,N,7 Gianna,"A violin and cello piece transitions to a folk song with acoustic guitar and flute, ending with a harmonica solo."
BY,3,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",peaceful,N,23 Profondo Rosso (Jazz Source 2),"An instrumental with bass, piano, drums, and guitar transitions through jazz pieces with different instrumentation."
BY,4,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",peaceful,N,23 Profondo Rosso (Jazz Source 2),"A piano piece transitions to a jazz piece with tango influences, ending with a classical piece featuring cello, bass, piano, and brass."
BY,5,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,N,36 Mad Puppet (Film Version),Three consecutive segments of alternating bass guitar performances and a drum solo.
BY,6,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,Y,UNKNOWN,"a soundtrack of instrumental pieces featuring keyboard, drums, percussion, and didgeridoo."
BY,7,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",nervous,N,32 Death Dies (Film Version 3),A hip-hop piece with male vocals and percussion transitions to instrumental pieces with drums and bass.
BY,8,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,N,24 Deep Shadows (Film Version),"A pop song with male vocals and full band transitions to an electric guitar piece, ending with a keyboard and percussion piece."
BY,9,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,N,36 Mad Puppet (Film Version),Three consecutive segments of bass guitar performances.
BY,10,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",happy,N,21 Death Dies (Film Version),a soundtrack of drum performances featuring different percussion elements.
BY,11,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",nervous,Y,UNKNOWN,"A brass and string piece with drums transitions to a cello piece with percussion, ending with a trombone piece."
BY,12,Profondo rosso,1975-03-07,"Horror, Mystery, Thriller",peaceful,Y,UNKNOWN,A violin piece transitions to two consecutive segments of xylophone and rattles.
BZ,0,"Silent Night, Bloody Night",1972-11-17,"Horror, Mystery, Thriller",peaceful,Y,UNKNOWN,"A cello solo transitions to a classical trio with upright bass, ending with a chamber quintet featuring harp."
BZ,1,"Silent Night, Bloody Night",1972-11-17,"Horror, Mystery, Thriller",nervous,Y,UNKNOWN,Three consecutive segments of instrumental pieces featuring cello with varying accompaniments.
CA,0,Amanti d'oltretomba,1965-08-20,Horror,nervous,N,Ennio Morricone - Contrappunto tragico - Amanti DOltretomba (1965),"An orchestral piece with strings and woodwinds transitions to a trumpet piece with keyboard, ending with another orchestral piece."
CA,1,Amanti d'oltretomba,1965-08-20,Horror,peaceful,N,Ennio Morricone - Amanti doltretomba Pt 1 - Amanti DOltretomba (1965),"Piano pieces with cello transitions to a classical piece with piano, percussion, and brass."
CA,2,Amanti d'oltretomba,1965-08-20,Horror,nervous,Y,UNKNOWN,"A Tibetan singing bowl performance transitions through two segments, ending with a synthesizer piece."
CA,3,Amanti d'oltretomba,1965-08-20,Horror,peaceful,Y,UNKNOWN,A violin piece transitions to two consecutive segments of symphonic orchestra recordings.
CA,4,Amanti d'oltretomba,1965-08-20,Horror,peaceful,N,Ennio Morricone - Amanti doltretomba Pt 2 - Amanti DOltretomba (1965),"A piano and cello piece transitions to a harp and tuba piece, ending with string and woodwind melodies."
CA,5,Amanti d'oltretomba,1965-08-20,Horror,happy,N,Ennio Morricone - Amanti doltretomba Pt 1 - Amanti DOltretomba (1965),"A piano and cello piece transitions to a piano and violin piece, ending with a folk piano piece with double bass."
CA,6,Amanti d'oltretomba,1965-08-20,Horror,nervous,N,Ennio Morricone - Distesi - Amanti DOltretomba (1965),"Sound effects and bells transition to a harpsichord melody, ending with a solo violin piece."
CA,7,Amanti d'oltretomba,1965-08-20,Horror,nervous,Y,UNKNOWN,"A marimba piece transitions to a violin piece, ending with a horn performance."
CA,8,Amanti d'oltretomba,1965-08-20,Horror,nervous,N,Ennio Morricone - Distesi - Amanti DOltretomba (1965),"A flute melody with nature sounds transitions to a tuba-led orchestra piece, ending with harpsichord and flute."
CA,9,Amanti d'oltretomba,1965-08-20,Horror,nervous,N,Ennio Morricone - Per organo e ottoni - Amanti DOltretomba (1965),A violin piece transitions through two segments of synthesizer performances.
CB,0,Road to Bali,1952-11-19,"Adventure, Comedy, Fantasy, Musical",nervous,Y,UNKNOWN,"An orchestral piece with strings and percussion transitions to a flute melody, ending with a chamber quintet."
CC,0,Rain,1932-10-12,Drama,happy,Y,UNKNOWN,A rock trio performance transitions to brass pieces featuring trumpet and tuba.
CD,0,Young and Innocent,1937-02-17,"Crime, Mystery, Romance, Thriller",peaceful,Y,UNKNOWN,"A horn solo transitions to a harp and cello duo, ending with another horn solo."
CE,0,Laser Mission,1989-11-30,"Action, Adventure, Thriller",happy,N,David Knopfler Mercenary Man (Laser Mission) [Restored & Remastered by Gilles Nuytens] UNRELEASED,An instrumental with keyboard and percussion transitions to pop songs with vocals and full band arrangements.
CE,1,Laser Mission,1989-11-30,"Action, Adventure, Thriller",happy,N,David Knopfler Mercenary Man (Laser Mission) [Restored & Remastered by Gilles Nuytens] UNRELEASED,A didgeridoo piece with vocals transitions to pop songs featuring female vocals and full band arrangements.
CE,2,Laser Mission,1989-11-30,"Action, Adventure, Thriller",happy,Y,UNKNOWN,"A harpsichord piece transitions to a hip-hop song with male vocals, ending with a gospel choir performance."
CE,3,Laser Mission,1989-11-30,"Action, Adventure, Thriller",happy,N,David Knopfler Mercenary Man (Laser Mission) [Restored & Remastered by Gilles Nuytens] UNRELEASED,Pop songs featuring male and female vocals with full band arrangements.
CF,0,Der Fuehrer's Face,1943-01-01,"Animation, Short, Comedy, Family, War",happy,Y,UNKNOWN,"A symphonic orchestra piece transitions to a saxophone quartet, ending with an electric guitar piece."
CG,0,Rich and Strange,1931-12-10,"Comedy, Drama, Romance",nervous,Y,UNKNOWN,A didgeridoo piece transitions to two consecutive segments of bagpipe performances.
CH,0,Popeye the Sailor Meets Sinbad the Sailor,1936-11-27,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",happy,Y,UNKNOWN,An orchestral piece with reed instruments transitions to jazz pieces featuring trumpet and tuba.
CH,1,Popeye the Sailor Meets Sinbad the Sailor,1936-11-27,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",happy,Y,UNKNOWN,"A blues piece with harmonica transitions to another piece with harmonica, piano, and violin, ending with male vocals."
CH,2,Popeye the Sailor Meets Sinbad the Sailor,1936-11-27,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",happy,Y,UNKNOWN,"A harp melody transitions to a hip-hop piece with percussion, ending with DJ scratching and beats."
CI,0,Sintel,2010-09-27,"Animation, Short, Adventure, Drama, Fantasy",peaceful,N,I Move On (Sintels Song)  Official Music Video,"A folk piece with harp transitions to a cello and piano piece, ending with a rock cover featuring strings."
CJ,0,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",happy,N,Main Title,"A symphonic piece with brass and strings transitions to a hard rock piece with female vocals, ending with an orchestral piece."
CJ,1,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",peaceful,Y,UNKNOWN,a soundtrack transitioning from violin to electric guitar pieces with varying arrangements.
CJ,2,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",nervous,N,Prelude to Death  Hara-Kiri,Two segments of orchestral pieces with strings and horn transition to a movie soundtrack with brass and timpani.
CJ,3,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",happy,N,Tea Room Waltz,Three consecutive segments of orchestral pieces featuring strings and horn.
CJ,4,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",peaceful,Y,UNKNOWN,a soundtrack of instrumental pieces featuring electric guitar with varying arrangements.
CJ,5,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",happy,Y,UNKNOWN,"A symphonic orchestra piece transitions to a classical piece with tuba and drums, ending with an electric guitar piece."
CJ,6,Blood on the Sun,1945-05-02,"Drama, Romance, Thriller, War",nervous,Y,UNKNOWN,A symphonic orchestra recording transitions to electric guitar pieces with varying arrangements.
CK,0,The Dance of Life,1929-08-16,"Drama, Romance",happy,Y,UNKNOWN,"A folk piece with trombone transitions to a saxophone quartet, ending with an orchestral piece featuring french horn."
CK,1,The Dance of Life,1929-08-16,"Drama, Romance",peaceful,Y,UNKNOWN,"A keyboard piece transitions to a marimba trio, ending with a trombone piece."
CK,2,The Dance of Life,1929-08-16,"Drama, Romance",peaceful,Y,UNKNOWN,"A string piece transitions to a tuba piece, ending with a xylophone piece with choir."
CL,0,Dixiana,1930-07-22,"Comedy, Drama, Music, Musical, Romance",happy,N,Bebe Daniels & Everett Marshall - A Tear A Kiss A Smile (movie soundtrack recording 1930),A male vocal with accordion transitions to female vocal performances with orchestral accompaniment.
CL,1,Dixiana,1930-07-22,"Comedy, Drama, Music, Musical, Romance",happy,Y,UNKNOWN,A classical piece with electric guitar and cello transitions to rock pieces with varying instrumentation.
CL,2,Dixiana,1930-07-22,"Comedy, Drama, Music, Musical, Romance",happy,Y,UNKNOWN,An electric guitar piece with percussion transitions to two segments of female vocals with piano.
CM,0,Babes in Toyland,1934-11-09,"Comedy, Family, Fantasy, Musical",happy,Y,UNKNOWN,a soundtrack of a pop music cover featuring male vocals and electric guitar.
CN,0,"Swing High, Swing Low",1937-03-12,"Comedy, Drama, Musical, Romance",happy,Y,UNKNOWN,"A brass ensemble piece transitions to a rock piece with male vocals, ending with a piano piece."
CN,1,"Swing High, Swing Low",1937-03-12,"Comedy, Drama, Musical, Romance",happy,Y,UNKNOWN,"A french horn piece with piano transitions to a trombone piece, ending with a cello performance."
CN,2,"Swing High, Swing Low",1937-03-12,"Comedy, Drama, Musical, Romance",happy,Y,UNKNOWN,"A classical brass piece transitions to another brass orchestra piece, ending with a synthesizer piece."
CN,3,"Swing High, Swing Low",1937-03-12,"Comedy, Drama, Musical, Romance",happy,Y,UNKNOWN,"A french horn piece with piano transitions to another french horn piece with tuba, ending with male vocals."
CO,0,Prelude to War,1942-05-13,"Documentary, War",happy,N,Defiliermarsch (Carl Faust),"A marching drum and brass piece transitions to a harpsichord piece with percussion, ending with a rock song."
CP,0,The Battle of Russia,1943-11-11,"Documentary, History, War",happy,N,Tchaikovsky - 1812 Overture (Full with Cannons),A brass composition transitions to two segments of classical orchestra pieces featuring strings.
CP,1,The Battle of Russia,1943-11-11,"Documentary, History, War",happy,N,Tchaikovsky - 1812 Overture (Full with Cannons),A brass composition transitions to classical orchestra pieces featuring strings with varying arrangements.
CP,2,The Battle of Russia,1943-11-11,"Documentary, History, War",nervous,Y,UNKNOWN,"A trombone piece transitions to a brass orchestra piece, ending with a rock cover featuring trombone."
CQ,0,The Battle of China,2005-04-06,"Documentary, History, War",happy,Y,UNKNOWN,Brass orchestra pieces with varying instrumentation transition to a rock cover with multiple wind instruments.
CR,0,War Comes to America,1945-06-14,"Documentary, War",happy,Y,UNKNOWN,Three consecutive segments of symphonic orchestra recordings.
CR,1,War Comes to America,1945-06-14,"Documentary, War",nervous,Y,UNKNOWN,A cello piece transitions to two segments of rock covers featuring brass and rhythm section.
CS,0,The Second Woman,1950-07-07,"Drama, Film-Noir, Mystery, Romance",happy,Y,UNKNOWN,a soundtrack of classical brass orchestra pieces with varying accompaniments.
CT,0,The Great Flamarion,1945-01-13,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller",happy,Y,UNKNOWN,"A marimba and tuba piece transitions to another marimba piece, ending with a classical piece featuring strings."
CT,1,The Great Flamarion,1945-01-13,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller",happy,Y,UNKNOWN,A xylophone solo transitions to orchestral pieces featuring brass and strings.
CU,0,Dick Tracy,1945-12-01,"Action, Crime, Family, Mystery, Thriller",nervous,Y,UNKNOWN,a soundtrack of symphonic orchestra recordings with varying arrangements.
CV,0,High Risk,1981-05-31,"Action, Comedy, Crime",sad,Y,UNKNOWN,"A classical orchestra piece transitions to a brass orchestra piece, ending with a rock cover featuring winds."
CV,1,High Risk,1981-05-31,"Action, Comedy, Crime",happy,N,The Rolling Stones - (I Cant Get No) Satisfaction (Official Lyric Video),a soundtrack of a rock song featuring male and female vocals with full band arrangement.
CW,0,Nancy Drew... Reporter,1939-02-18,"Comedy, Crime, Family, Mystery",happy,N,Something Tells Me,"A jazz piece with saxophone transitions to a blues piece with harmonica, ending with a swing jazz piece."
CW,1,Nancy Drew... Reporter,1939-02-18,"Comedy, Crime, Family, Mystery",happy,Y,UNKNOWN,a soundtrack of classical pieces featuring male vocals and strings with varying arrangements.
CX,0,The Klansman,1974-10-25,"Crime, Drama, Thriller",happy,N,The Staple Singers - The Good Christian People,"Two segments of electric guitar transitions to a piece with drums, accordion, and flute."
CX,1,The Klansman,1974-10-25,"Crime, Drama, Thriller",nervous,Y,UNKNOWN,"A harmonica solo transitions to a flute piece, ending with a bagpipe performance."
CY,0,Scrooge,1935-11-26,"Drama, Family, Fantasy",happy,Y,UNKNOWN,"A harmonica piece transitions to two segments of classical pieces with woodwinds, strings, and bass."
CY,1,Scrooge,1935-11-26,"Drama, Family, Fantasy",happy,Y,UNKNOWN,a soundtrack featuring female vocal quartet performances with string and accordion accompaniment.
CY,2,Scrooge,1935-11-26,"Drama, Family, Fantasy",peaceful,N,Charles Wesley  Mendelssohn  Hark! the herald angels sing,"A xylophone piece transitions to a brass composition, ending with an operatic piece with piano."
CY,3,Scrooge,1935-11-26,"Drama, Family, Fantasy",happy,Y,UNKNOWN,"a soundtrack of symphonic pieces featuring trumpet, violin, and brass section."
CZ,0,The Ape,1940-09-30,Horror,happy,N,Juventino Rosas - Sobre Las Olas (Over The Waves),"A chamber trio transitions to a symphonic piece with trumpet and tuba, ending with an orchestral piece."
CZ,1,The Ape,1940-09-30,Horror,nervous,Y,UNKNOWN,A symphonic orchestra recording transitions to two segments featuring male vocals with percussion.
CZ,2,The Ape,1940-09-30,Horror,happy,N,Juventino Rosas - Sobre Las Olas (Over The Waves),A classical trio with upright bass transitions to orchestral pieces with varying arrangements.
CZ,3,The Ape,1940-09-30,Horror,nervous,Y,UNKNOWN,"A violin and piano piece transitions to an electric guitar piece, ending with a cello and tuba duet."
DA,0,Dementia,1955-12-22,"Film-Noir, Horror, Mystery",happy,N,Shorty Rogers and His Giants perform Wig Alley,a soundtrack of classical pieces featuring tuba with varying arrangements.
DB,0,Beneath the 12-Mile Reef,1953-12-02,"Adventure, Drama",peaceful,Y,UNKNOWN,"A violin piece with keyboard transitions to a harpsichord and marimba piece, ending with a symphonic orchestra recording."
DB,1,Beneath the 12-Mile Reef,1953-12-02,"Adventure, Drama",nervous,Y,UNKNOWN,"A cello piece transitions to a marimba piece with winds, ending with another cello piece."
